timestamp(ms),myData.gz,myData.gy,varx,vary,
"1782223918.009",,,"-9.4","0.53",
"1782223918.012",,,"-8.12","-0.45",
"1782223918.023",,,"-8.12","-0.45",
"1782223918.026",,,"-7.02","-0.88",
"1782223918.037",,,"-7.02","-0.88",
"1782223918.041",,,"-5.74","-1.24",
"1782223918.053",,,"-5.74","-1.24",
"1782223918.056",,,"-4.39","-1.85",
"1782223918.066",,,"-4.39","-1.85",
"1782223918.072",,,"-2.93","-2.28",
"1782223918.08",,,"-2.93","-2.28",
"1782223918.093",,,"-1.16","-2.89",
"1782223918.098",,,"0.55","-3.5",
"1782223918.109",,,"0.55",,
"1782223918.11",,,,"-3.5",
"1782223918.113",,,"2.08","-3.99",
"1782223918.122",,,"2.08","-3.99",
"1782223918.126",,,"3.42","-3.75",
"1782223918.136",,,"3.42","-3.75",
"1782223918.139",,,"4.52","-4.11",
"1782223918.15",,,"4.52",,
"1782223918.151",,,,"-4.11",
"1782223918.154",,,"6.05","-3.5",
"1782223918.164",,,"6.05",,
"1782223918.165",,,,"-3.5",
"1782223918.168",,,"7.21","-3.2",
"1782223918.181",,,"7.21",,
"1782223918.182",,,,"-3.2",
"1782223918.193",,,"8.07","-2.46",
"1782223918.199",,,"8.68",,
"1782223918.2",,,,"-1.79",
"1782223918.207",,,"8.68","-1.79",
"1782223918.21",,,"9.29","-1.43",
"1782223918.221",,,"9.29","-1.43",
"1782223918.226",,,"9.47","-1.3",
"1782223918.235",,,"9.47","-1.3",
"1782223918.24",,,"8.49","-1.18",
"1782223918.25",,,"8.49","-1.18",
"1782223918.253",,,"7.58","-0.69",
"1782223918.265",,,"7.58","-0.69",
"1782223918.284",,,"6.11","-0.08",
"1782223918.291",,,"6.11","-0.08",
"1782223918.295",,,"5.5","-0.14",
"1782223918.306",,,"5.5","-0.14",
"1782223918.309",,,"5.32","0.65",
"1782223918.32",,,"5.32","0.65",
"1782223918.323",,,"5.62","1.14",
"1782223918.334",,,"5.62","1.14",
"1782223918.337",,,"6.17",,
"1782223918.338",,,,"1.57",
"1782223918.348",,,"6.17","1.57",
"1782223918.352",,,"7.21","1.69",
"1782223918.366",,,"8.68","1.5",
"1782223918.378",,,"8.68","1.5",
"1782223918.39",,,"10.51","1.2",
"1782223918.398",,,"12.22","0.96",
"1782223918.405",,,"12.22","0.96",
"1782223918.408",,,"14.17","0.34",
"1782223918.421",,,"14.17","0.34",
"1782223918.424",,,"15.33","-0.08",
"1782223918.433",,,"15.33","-0.08",
"1782223918.447",,,"15.64","-0.51",
"1782223918.453",,,"15.64","-0.51",
"1782223918.454",,,"15.76","-0.82",
"1782223918.462",,,"15.76","-0.82",
"1782223918.475",,,"15.64","-0.75",
"1782223918.481",,,"15.15","-0.75",
"1782223918.489",,,"15.15","-0.75",
"1782223918.493",,,"14.72","-0.88",
"1782223918.504",,,"14.72","-0.88",
"1782223918.507",,,"14.36","-0.57",
"1782223918.518",,,"14.36","-0.57",
"1782223918.521",,,"14.11","-0.82",
"1782223918.538",,,"14.11",,
"1782223918.539",,,"13.62","-1.06",
"1782223918.546",,,"13.62","-1.06",
"1782223918.56",,,"13.01","-0.94",
"1782223918.565",,,"12.89","-0.82",
"1782223918.574",,,"12.89","-0.82",
"1782223918.579",,,"12.4",,
"1782223918.58",,,,"-0.88",
"1782223918.589",,,"12.4",,
"1782223918.59",,,,"-0.88",
"1782223918.592",,,"11.97","-0.69",
"1782223918.604",,,"11.97","-0.69",
"1782223918.608",,,"12.04","-0.94",
"1782223918.617",,,"12.04","-0.94",
"1782223918.62",,,"12.22","-1.43",
"1782223918.633",,,"12.22","-1.43",
"1782223918.645",,,"12.16","-1.73",
"1782223918.65",,,"12.04","-1.98",
"1782223918.659",,,"12.04","-1.98",
"1782223918.662",,,"11.55","-2.22",
"1782223918.673",,,"11.55",,
"1782223918.674",,,,"-2.22",
"1782223918.677",,,"10.81",,
"1782223918.678",,,,"-2.53",
"1782223918.688",,,"10.81","-2.53",
"1782223918.691",,,"9.71","-2.59",
"1782223918.702",,,"9.71",,
"1782223918.703",,,,"-2.59",
"1782223918.707",,,"8.74","-2.71",
"1782223918.716",,,"8.74","-2.71",
"1782223918.73",,,"7.7","-2.71",
"1782223918.736",,,"6.48","-2.83",
"1782223918.744",,,"6.48","-2.83",
"1782223918.747",,,"5.87","-3.2",
"1782223918.758",,,"5.87","-3.2",
"1782223918.761",,,"5.01","-3.32",
"1782223918.772",,,"5.01",,
"1782223918.773",,,,"-3.32",
"1782223918.778",,,"3.85","-3.26",
"1782223918.793",,,"3.85",,
"1782223918.794",,,"2.87","-3.32",
"1782223918.801",,,"2.87","-3.32",
"1782223918.804",,,"1.59","-3.32",
"1782223918.815",,,"1.59","-3.32",
"1782223918.828",,,"0.55",,
"1782223918.829",,,,"-3.01",
"1782223918.832",,,"-0.36","-2.95",
"1782223918.847",,,"-0.36",,
"1782223918.848",,,"-1.03","-2.89",
"1782223918.857",,,"-1.03","-2.89",
"1782223918.86",,,"-1.71","-2.83",
"1782223918.871",,,"-1.71",,
"1782223918.872",,,,"-2.83",
"1782223918.874",,,"-1.95",,
"1782223918.875",,,,"-2.83",
"1782223918.885",,,"-1.95",,
"1782223918.886",,,,"-2.83",
"1782223918.891",,,"-2.13",,
"1782223918.892",,,,"-2.83",
"1782223918.904",,,"-1.83","-2.89",
"1782223918.914",,,"-1.83","-2.89",
"1782223918.917",,,"-2.13","-2.65",
"1782223918.928",,,"-2.13",,
"1782223918.929",,,,"-2.65",
"1782223918.942",,,"-1.71","-2.65",
"1782223918.945",,,"-1.34","-2.4",
"1782223918.956",,,"-1.34","-2.4",
"1782223918.961",,,"-0.73","-2.4",
"1782223918.97",,,"-0.73","-2.4",
"1782223918.975",,,"-0.24","-2.04",
"1782223918.985",,,"-0.24","-2.04",
"1782223918.988",,,"0","-1.91",
"1782223919.003",,,"0.19","-1.85",
"1782223919.013",,,"0.19","-1.85",
"1782223919.017",,,"0.13","-1.55",
"1782223919.03",,,"0.13","-1.55",
"1782223919.041",,,"-0.12","-1.43",
"1782223919.046",,,"0",,
"1782223919.047",,,,"-1.37",
"1782223919.055",,,"0","-1.37",
"1782223919.058",,,"-0.36","-1.73",
"1782223919.069",,,"-0.36","-1.73",
"1782223919.072",,,"-0.61","-1.55",
"1782223919.083",,,"-0.61","-1.55",
"1782223919.087",,,"-0.97","-1.73",
"1782223919.101",,,"-1.09","-1.49",
"1782223919.117",,,"-1.34","-1.43",
"1782223919.126",,,"-1.34","-1.43",
"1782223919.14",,,"-1.46","-0.82",
"1782223919.146",,,"-1.52","-0.14",
"1782223919.154",,,"-1.52","-0.14",
"1782223919.184",,,"-1.46","0.16",
"1782223919.185",,,"-1.16","0.41",
"1782223919.193",,,"-1.22","0.47",
"1782223919.217",,,"-0.73","0.22",
"1782223919.225",,,"-0.73","0.22",
"1782223919.233",,,"-0.42","0.16",
"1782223919.241",,,"-0.42","0.16",
"1782223919.252",,,"-0.12",,
"1782223919.253",,,,"-0.33",
"1782223919.259",,,"0","-0.39",
"1782223919.267",,,"0","-0.39",
"1782223919.272",,,"0.25","-0.51",
"1782223919.281",,,"0.25","-0.51",
"1782223919.284",,,"0.19","-0.63",
"1782223919.295",,,"0.19","-0.63",
"1782223919.3",,,"0.19","-0.57",
"1782223919.309",,,"0.19",,
"1782223919.31",,,,"-0.57",
"1782223919.313",,,"0.37","-0.69",
"1782223919.324",,,"0.37","-0.69",
"1782223919.327",,,"0.19","-0.88",
"1782223919.338",,,"0.19",,
"1782223919.339",,,,"-0.88",
"1782223919.354",,,"0.25","-0.75",
"1782223919.358",,,"0.25","-0.57",
"1782223919.366",,,"0.25","-0.57",
"1782223919.369",,,"0.25","-0.27",
"1782223919.38",,,"0.25","-0.27",
"1782223919.383",,,"0.62","-0.14",
"1782223919.4",,,"0.62",,
"1782223919.401",,,"0.37","0.04",
"1782223919.412",,,"0.31","0.04",
"1782223919.413",,,,"0.04",
"1782223919.423",,,"0.31","0.04",
"1782223919.426",,,"0.55","-0.08",
"1782223919.437",,,"0.55","-0.08",
"1782223919.451",,,"0.74","-0.2",
"1782223919.454",,,"0.86","-0.14",
"1782223919.465",,,"0.86","-0.14",
"1782223919.468",,,"0.8","-0.39",
"1782223919.479",,,"0.8","-0.39",
"1782223919.483",,,"0.62",,
"1782223919.484",,,,"-0.27",
"1782223919.494",,,"0.62","-0.27",
"1782223919.497",,,"0.37","-0.27",
"1782223919.508",,,"0.37","-0.27",
"1782223919.512",,,"0.19",,
"1782223919.513",,,,"0.04",
"1782223919.522",,,"0.19","0.04",
"1782223919.526",,,"0.07",,
"1782223919.527",,,,"-0.14",
"1782223919.537",,,"0.07","-0.14",
"1782223919.543",,,"-0.3","-0.2",
"1782223919.551",,,"-0.3","-0.2",
"1782223919.569",,,"-0.73","-0.45",
"1782223919.579",,,"-0.73","-0.45",
"1782223919.582",,,"-0.85",,
"1782223919.583",,,,"-0.39",
"1782223919.593",,,"-0.85","-0.39",
"1782223919.598",,,"-0.85","-0.39",
"1782223919.607",,,"-0.85",,
"1782223919.608",,,,"-0.39",
"1782223919.61",,,"-1.03","-0.14",
"1782223919.626",,,"-0.85","-0.08",
"1782223919.641",,,"-0.85","-0.08",
"1782223919.642",,,"-0.85","-0.27",
"1782223919.65",,,"-0.85","-0.27",
"1782223919.663",,,"-0.85","-0.27",
"1782223919.666",,,"-0.73",,
"1782223919.667",,,,"-0.33",
"1782223919.677",,,"-0.73",,
"1782223919.678",,,,"-0.33",
"1782223919.681",,,"-0.79","-0.51",
"1782223919.697",,,"-0.79","-0.33",
"1782223919.713",,,"-0.79","-0.2",
"1782223919.72",,,"-0.79","-0.2",
"1782223919.723",,,"-0.55","0.16",
"1782223919.734",,,"-0.55","0.16",
"1782223919.737",,,"-0.3",,
"1782223919.738",,,,"0.28",
"1782223919.748",,,"-0.3",,
"1782223919.749",,,,"0.28",
"1782223919.762",,,"-0.12","0.53",
"1782223919.766",,,"0.07","0.77",
"1782223919.776",,,"0.07",,
"1782223919.777",,,,"0.77",
"1782223919.78",,,"0.13","0.89",
"1782223919.791",,,"0.13","0.89",
"1782223919.795",,,"0.49",,
"1782223919.796",,,,"0.83",
"1782223919.809",,,"0.25","0.53",
"1782223919.823",,,"0.13","-0.02",
"1782223919.838",,,"0.13",,
"1782223919.839",,,"-0.12","-0.2",
"1782223919.848",,,"-0.12","-0.2",
"1782223919.851",,,"-0.36","-0.63",
"1782223919.862",,,"-0.36","-0.63",
"1782223919.875",,,"-0.48","-0.94",
"1782223919.878",,,"-0.42",,
"1782223919.879",,,,"-1",
"1782223919.89",,,"-0.42","-1",
"1782223919.895",,,"-0.55","-0.88",
"1782223919.904",,,"-0.55","-0.88",
"1782223919.907",,,"-0.61","-0.75",
"1782223919.918",,,"-0.61",,
"1782223919.919",,,,"-0.75",
"1782223919.922",,,"-0.42","-0.45",
"1782223919.933",,,"-0.42","-0.45",
"1782223919.94",,,"-0.18","-0.08",
"1782223919.951",,,"-0.18",,
"1782223919.952",,,"0.31","0.04",
"1782223919.965",,,"0.25","0.04",
"1782223919.976",,,"0.25","0.04",
"1782223919.989",,,"0.55","0.1",
"1782223919.992",,,"0.55","-0.2",
"1782223920.003",,,"0.55","-0.2",
"1782223920.008",,,"0.68","-0.2",
"1782223920.018",,,"0.68","-0.2",
"1782223920.021",,,"0.68","-0.45",
"1782223920.036",,,"0.37","-0.33",
"1782223920.046",,,"0.37",,
"1782223920.047",,,,"-0.33",
"1782223920.053",,,"0","-0.51",
"1782223920.06",,,"0","-0.51",
"1782223920.066",,,"-0.06","-0.45",
"1782223920.078",,,"-0.06",,
"1782223920.079",,,,"-0.45",
"1782223920.088",,,"-0.36","-0.27",
"1782223920.098",,,"-0.24","-0.08",
"1782223920.102",,,"-0.24","-0.08",
"1782223920.107",,,"-0.55",,
"1782223920.108",,,,"-0.02",
"1782223920.116",,,"-0.55","-0.02",
"1782223920.12",,,"-0.55","-0.2",
"1782223920.131",,,"-0.55","-0.2",
"1782223920.137",,,"-0.36","-0.27",
"1782223920.155",,,"-0.24","-0.02",
"1782223920.159",,,"-0.24","-0.02",
"1782223920.162",,,"0","-0.08",
"1782223920.173",,,"0","-0.08",
"1782223920.187",,,"0.31","-0.02",
"1782223920.19",,,"0.25","0.22",
"1782223920.201",,,"0.25","0.22",
"1782223920.204",,,"0.55","0.1",
"1782223920.215",,,"0.55","0.1",
"1782223920.222",,,"0.68","0.16",
"1782223920.229",,,"0.68","0.16",
"1782223920.232",,,"0.74","-0.02",
"1782223920.243",,,"0.74",,
"1782223920.244",,,,"-0.02",
"1782223920.247",,,"0.55","0.16",
"1782223920.258",,,"0.55","0.16",
"1782223920.261",,,"0.55","0.1",
"1782223920.273",,,"0.55","0.1",
"1782223920.285",,,"0.31","-0.02",
"1782223920.288",,,"0.13",,
"1782223920.289",,,,"0.1",
"1782223920.299",,,"0.13",,
"1782223920.3",,,,"0.1",
"1782223920.303",,,"-0.24","0.28",
"1782223920.314",,,"-0.24","0.28",
"1782223920.319",,,"-0.36",,
"1782223920.32",,,,"0.1",
"1782223920.333",,,"-0.36",,
"1782223920.334",,,"-0.24","0.22",
"1782223920.344",,,"-0.24","0.22",
"1782223920.35",,,"-0.3","0.1",
"1782223920.357",,,"-0.3","0.1",
"1782223920.36",,,"-0.24","0.22",
"1782223920.371",,,"-0.24","0.22",
"1782223920.385",,,"-0.12",,
"1782223920.386",,,,"0.22",
"1782223920.388",,,"0","0.34",
"1782223920.403",,,"0.31","0.53",
"1782223920.413",,,"0.31","0.53",
"1782223920.416",,,"0.49","0.28",
"1782223920.427",,,"0.49","0.28",
"1782223920.43",,,"0.86",,
"1782223920.431",,,,"0.41",
"1782223920.442",,,"0.86","0.41",
"1782223920.445",,,"0.49","0.22",
"1782223920.456",,,"0.49","0.22",
"1782223920.46",,,"0.37",,
"1782223920.461",,,,"0.16",
"1782223920.47",,,"0.37",,
"1782223920.471",,,,"0.16",
"1782223920.484",,,"0.19","0.04",
"1782223920.489",,,"0.19","0.04",
"1782223920.498",,,"0.19","0.04",
"1782223920.501",,,"0.19","-0.02",
"1782223920.512",,,"0.19","-0.02",
"1782223920.515",,,"0.07",,
"1782223920.516",,,,"0.04",
"1782223920.534",,,"0.13","-0.2",
"1782223920.542",,,"0.13","-0.2",
"1782223920.545",,,"0.31","0.1",
"1782223920.555",,,"0.31","0.1",
"1782223920.56",,,"0.37","-0.08",
"1782223920.569",,,"0.37","-0.08",
"1782223920.582",,,"0.49",,
"1782223920.583",,,,"-0.27",
"1782223920.587",,,"0.68","-0.39",
"1782223920.597",,,"0.68","-0.39",
"1782223920.6",,,"0.62","-0.57",
"1782223920.611",,,"0.62","-0.57",
"1782223920.614",,,"0.25","-0.57",
"1782223920.627",,,"0.25","-0.57",
"1782223920.631",,,"0.37","-0.39",
"1782223920.639",,,"0.37","-0.39",
"1782223920.643",,,"0.07","-0.75",
"1782223920.659",,,"-0.3","-0.94",
"1782223920.668",,,"-0.3",,
"1782223920.669",,,,"-0.94",
"1782223920.682",,,"-0.42","-0.88",
"1782223920.685",,,"-0.73","-1.06",
"1782223920.696",,,"-0.73","-1.06",
"1782223920.699",,,"-0.61","-0.82",
"1782223920.71",,,"-0.61","-0.82",
"1782223920.714",,,"-0.48","-0.57",
"1782223920.724",,,"-0.48",,
"1782223920.725",,,,"-0.57",
"1782223920.728",,,"-0.36","0.16",
"1782223920.743",,,"-0.24","0.71",
"1782223920.754",,,"-0.24","0.71",
"1782223920.756",,,"0.19","1.2",
"1782223920.771",,,"0.19",,
"1782223920.772",,,,"1.2",
"1782223920.786",,,"0.55","0.71",
"1782223920.796",,,"0.55","0.71",
"1782223920.798",,,"0.74","0.77",
"1782223920.809",,,"0.74","0.77",
"1782223920.812",,,"0.8","0.53",
"1782223920.823",,,"0.8","0.53",
"1782223920.826",,,"0.55","0.04",
"1782223920.837",,,"0.55","0.04",
"1782223920.84",,,"0.55",,
"1782223920.841",,,,"-0.02",
"1782223920.852",,,"0.55",,
"1782223920.853",,,,"-0.02",
"1782223920.855",,,"0.37","-0.08",
"1782223920.866",,,"0.37","-0.08",
"1782223920.883",,,"-0.12",,
"1782223920.884",,,"-0.36","-0.2",
"1782223920.893",,,"-0.36",,
"1782223920.894",,,,"-0.2",
"1782223920.898",,,"-0.48","-0.27",
"1782223920.908",,,"-0.48","-0.27",
"1782223920.911",,,"-0.67","-0.33",
"1782223920.922",,,"-0.67","-0.33",
"1782223920.926",,,"-0.61","-0.45",
"1782223920.942",,,"-0.67","-0.63",
"1782223920.95",,,"-0.67","-0.63",
"1782223920.954",,,"-0.55","-0.63",
"1782223920.965",,,"-0.55","-0.63",
"1782223920.978",,,"-0.36","-0.57",
"1782223920.981",,,"-0.42","-0.39",
"1782223920.993",,,"-0.42","-0.39",
"1782223920.996",,,"-0.24","-0.08",
"1782223921.011",,,"-0.48","-0.08",
"1782223921.026",,,"-0.55","-0.27",
"1782223921.035",,,"-0.55",,
"1782223921.036",,,,"-0.27",
"1782223921.041",,,"-0.42","-0.08",
"1782223921.049",,,"-0.42","-0.08",
"1782223921.053",,,"-0.55",,
"1782223921.054",,,,"-0.45",
"1782223921.067",,,"-0.55","-0.45",
"1782223921.077",,,"-0.73","-0.51",
"1782223921.08",,,"-0.55","-0.63",
"1782223921.097",,,"-0.48","-0.45",
"1782223921.105",,,"-0.48","-0.45",
"1782223921.11",,,"-0.42","-0.45",
"1782223921.119",,,"-0.42","-0.45",
"1782223921.122",,,"-0.42",,
"1782223921.123",,,,"-0.45",
"1782223921.134",,,"-0.42",,
"1782223921.135",,,,"-0.45",
"1782223921.143",,,"-0.3",,
"1782223921.144",,,,"-0.2",
"1782223921.148",,,"-0.3","-0.2",
"1782223921.151",,,"-0.24",,
"1782223921.152",,,,"0.04",
"1782223921.162",,,"-0.24","0.04",
"1782223921.175",,,"0",,
"1782223921.176",,,,"0.1",
"1782223921.179",,,"0","0.22",
"1782223921.19",,,"0","0.22",
"1782223921.193",,,"0.31","0.28",
"1782223921.205",,,"0.31","0.28",
"1782223921.208",,,"0.19","0.16",
"1782223921.218",,,"0.19","0.16",
"1782223921.226",,,"0.37","0.22",
"1782223921.233",,,"0.37","0.22",
"1782223921.236",,,"0.19","0.22",
"1782223921.247",,,"0.19","0.22",
"1782223921.25",,,"0.19","0.1",
"1782223921.261",,,"0.19","0.1",
"1782223921.275",,,"-0.12","-0.08",
"1782223921.279",,,"0","-0.02",
"1782223921.294",,,"-0.06","-0.27",
"1782223921.303",,,"-0.06","-0.27",
"1782223921.307",,,"-0.12","-0.2",
"1782223921.317",,,"-0.12",,
"1782223921.318",,,,"-0.2",
"1782223921.321",,,"-0.12","-0.2",
"1782223921.332",,,"-0.12","-0.2",
"1782223921.335",,,"-0.06","-0.33",
"1782223921.35",,,"-0.06",,
"1782223921.351",,,"0.13","-0.45",
"1782223921.36",,,"0.13","-0.45",
"1782223921.373",,,"0.13",,
"1782223921.374",,,,"-0.57",
"1782223921.377",,,"-0.18","-0.57",
"1782223921.388",,,"-0.18","-0.57",
"1782223921.399",,,"0.07",,
"1782223921.4",,,,"-0.2",
"1782223921.402",,,"0.07","-0.2",
"1782223921.405",,,"0.19","-0.08",
"1782223921.425",,,"-0.06","0.22",
"1782223921.43",,,"-0.06","0.22",
"1782223921.434",,,"0.31",,
"1782223921.435",,,,"0.65",
"1782223921.444",,,"0.31","0.65",
"1782223921.451",,,"0.43","0.83",
"1782223921.463",,,"0.43","0.83",
"1782223921.472",,,"0.43","0.65",
"1782223921.476",,,"0.13",,
"1782223921.477",,,,"0.77",
"1782223921.486",,,"0.13",,
"1782223921.487",,,,"0.77",
"1782223921.491",,,"0.13","0.71",
"1782223921.501",,,"0.13","0.71",
"1782223921.505",,,"-0.06","0.41",
"1782223921.515",,,"-0.06","0.41",
"1782223921.52",,,"-0.06","0.28",
"1782223921.53",,,"-0.06","0.28",
"1782223921.534",,,"-0.12","0.34",
"1782223921.544",,,"-0.12",,
"1782223921.545",,,,"0.34",
"1782223921.548",,,"0.07","0.59",
"1782223921.562",,,"-0.12","0.89",
"1782223921.575",,,"-0.12","0.89",
"1782223921.586",,,"0.07","1.08",
"1782223921.589",,,"0.07","1.38",
"1782223921.6",,,"0.07","1.38",
"1782223921.606",,,"0.31","1.26",
"1782223921.614",,,"0.31","1.26",
"1782223921.618",,,"0.31","0.77",
"1782223921.629",,,"0.31","0.77",
"1782223921.632",,,"0.62","0.47",
"1782223921.643",,,"0.62","0.47",
"1782223921.646",,,"0.68","-0.45",
"1782223921.657",,,"0.68","-0.45",
"1782223921.661",,,"0.8","-0.45",
"1782223921.671",,,"0.8",,
"1782223921.672",,,,"-0.45",
"1782223921.685",,,"0.68","-0.94",
"1782223921.688",,,"0.49","-0.75",
"1782223921.7",,,"0.49","-0.75",
"1782223921.705",,,"0.49","-1.18",
"1782223921.714",,,"0.49","-1.18",
"1782223921.717",,,"0.31","-1.12",
"1782223921.728",,,"0.31","-1.12",
"1782223921.731",,,"-0.36","-1.12",
"1782223921.742",,,"-0.36","-1.12",
"1782223921.75",,,"-0.48","-1.18",
"1782223921.758",,,"-0.48","-1.18",
"1782223921.764",,,"-0.67","-1.12",
"1782223921.774",,,"-0.67","-1.12",
"1782223921.784",,,"-0.85","-1",
"1782223921.787",,,"-0.85","-1",
"1782223921.798",,,"-0.85",,
"1782223921.799",,,,"-1",
"1782223921.801",,,"-0.73",,
"1782223921.802",,,,"-0.88",
"1782223921.813",,,"-0.73","-0.88",
"1782223921.82",,,"-0.48","-0.57",
"1782223921.832",,,"0","-0.2",
"1782223921.841",,,"0","-0.2",
"1782223921.844",,,"0.13","-0.27",
"1782223921.863",,,"0.37","-0.14",
"1782223921.869",,,"0.37","-0.14",
"1782223921.883",,,"0.43","-0.45",
"1782223921.886",,,"0.49",,
"1782223921.887",,,,"-0.27",
"1782223921.897",,,"0.49","-0.27",
"1782223921.906",,,"0.49",,
"1782223921.907",,,,"-0.27",
"1782223921.911",,,"0.49",,
"1782223921.912",,,,"-0.27",
"1782223921.916",,,"0.43","-0.51",
"1782223921.925",,,"0.43",,
"1782223921.926",,,,"-0.51",
"1782223921.929",,,"0.37",,
"1782223921.93",,,,"-0.27",
"1782223921.94",,,"0.37","-0.27",
"1782223921.944",,,"0.43","-0.14",
"1782223921.955",,,"0.43",,
"1782223921.956",,,,"-0.14",
"1782223921.957",,,"0.31","0.16",
"1782223921.969",,,"0.31","0.16",
"1782223921.973",,,"-0.12","-0.02",
"1782223921.983",,,"-0.12","-0.02",
"1782223921.997",,,"0.37","0.16",
"1782223922",,,"-0.12","0.22",
"1782223922.014",,,"-0.12",,
"1782223922.015",,,"0","0.34",
"1782223922.025",,,"0","0.34",
"1782223922.028",,,"-0.06","0.28",
"1782223922.039",,,"-0.06","0.28",
"1782223922.043",,,"-0.06","0.34",
"1782223922.054",,,"-0.06","0.34",
"1782223922.057",,,"-0.24","0.53",
"1782223922.068",,,"-0.24","0.53",
"1782223922.071",,,"0","0.41",
"1782223922.082",,,"0","0.41",
"1782223922.095",,,"0.13",,
"1782223922.096",,,,"0.53",
"1782223922.1",,,"0","0.28",
"1782223922.11",,,"0","0.28",
"1782223922.114",,,"-0.06","0.34",
"1782223922.129",,,"-0.3","0.22",
"1782223922.142",,,"-0.48","0.22",
"1782223922.153",,,"-0.48","0.22",
"1782223922.156",,,"-0.36","-0.2",
"1782223922.167",,,"-0.36","-0.2",
"1782223922.17",,,"-0.48","-0.51",
"1782223922.181",,,"-0.48","-0.51",
"1782223922.194",,,"-0.18",,
"1782223922.195",,,,"-0.69",
"1782223922.199",,,"-0.42","-0.88",
"1782223922.209",,,"-0.42","-0.88",
"1782223922.214",,,"-0.42",,
"1782223922.215",,,,"-1.24",
"1782223922.223",,,"-0.42","-1.24",
"1782223922.226",,,"-0.06","-1.67",
"1782223922.237",,,"-0.06","-1.67",
"1782223922.241",,,"0","-2.16",
"1782223922.255",,,"0",,
"1782223922.256",,,"-0.3","-2.46",
"1782223922.266",,,"-0.3","-2.46",
"1782223922.27",,,"-0.36","-2.83",
"1782223922.28",,,"-0.36","-2.83",
"1782223922.293",,,"-0.3","-3.26",
"1782223922.297",,,"-0.18","-3.5",
"1782223922.307",,,"-0.18",,
"1782223922.308",,,,"-3.5",
"1782223922.312",,,"0.13","-4.05",
"1782223922.322",,,"0.13","-4.05",
"1782223922.325",,,"-0.12","-4.66",
"1782223922.336",,,"-0.12","-4.66",
"1782223922.34",,,"0","-5.46",
"1782223922.35",,,"0","-5.46",
"1782223922.357",,,"0.31","-6.25",
"1782223922.364",,,"0.31",,
"1782223922.365",,,,"-6.25",
"1782223922.368",,,"0.19","-6.68",
"1782223922.379",,,"0.19","-6.68",
"1782223922.392",,,"0.13",,
"1782223922.393",,,,"-7.17",
"1782223922.4",,,"0.13","-7.9",
"1782223922.406",,,"0.13",,
"1782223922.407",,,,"-7.9",
"1782223922.41",,,"-0.12","-8.33",
"1782223922.421",,,"-0.12","-8.33",
"1782223922.426",,,"-0.48","-8.69",
"1782223922.435",,,"-0.48","-8.69",
"1782223922.438",,,"-0.67","-8.88",
"1782223922.454",,,"-0.85","-9.06",
"1782223922.464",,,"-0.85","-9.06",
"1782223922.467",,,"-0.97","-9.55",
"1782223922.478",,,"-0.97","-9.55",
"1782223922.492",,,"-0.91","-10.28",
"1782223922.495",,,"-0.85","-11.32",
"1782223922.512",,,"-0.97","-11.87",
"1782223922.52",,,"-0.97","-11.87",
"1782223922.523",,,"-1.28","-12.66",
"1782223922.539",,,"-1.34","-13.95",
"1782223922.548",,,"-1.34",,
"1782223922.549",,,,"-13.95",
"1782223922.552",,,"-1.71","-15.41",
"1782223922.563",,,"-1.71","-15.41",
"1782223922.577",,,"-2.07","-16.75",
"1782223922.579",,,"-1.95","-17.61",
"1782223922.59",,,"-1.95",,
"1782223922.591",,,,"-17.61",
"1782223922.594",,,"-1.71",,
"1782223922.595",,,,"-17.85",
"1782223922.605",,,"-1.71","-17.85",
"1782223922.608",,,"-1.46","-17.73",
"1782223922.619",,,"-1.46","-17.73",
